Alim. Car. NITENS 1;Alim. Cam. NITENS 1;Pic. Car. NITENS 1;Pic. Cam. NITENS 1;Total Alim. NITENS 1;Tiempo muerto L. corta 1;Tiempo efectivo L. corta 1;Tiempo muerto L. larga 1;Tiempo efectivo L. larga 1;Disp. L. corta 1;Disp. L. larga 1;Velocidad 1 ;Velocidad Real 1 ;PM NITENS 1;Consumo Diges. PT 1;Inv. Asti. NITENS 1;Inv. Asti. GLOBULUS 1;PM Galpon 194-1;PM Caldera 198-1;PM Secador 1;Inv. Corteza 1;Alim. Car. NITENS 2;Alim. Cam. NITENS 2;Pic. Car. NITENS 2;Pic. Cam. NITENS 2;Total Alim. NITENS 2;Tiempo muerto L. corta 2;Tiempo efectivo L. corta 2;Tiempo muerto L. larga 2;Tiempo efectivo L. larga 2;Disp. L. corta 2;Disp. L. larga 2;Velocidad 2;Velocidad Real 2;PM NITENS 2;Consumo Diges. PT 2;Inv. Asti. NITENS 2;Inv. Asti. GLOBULUS 2;PM Galpon 194-2;PM Caldera 198-2;PM Secador 2;Inv. Corteza 2;Total Astillado;Prod. Total
55;0;1900;0;1900;785;655;1440;0;0,4549;0;79;183;6232;7743;39066;36037;977;1360;881;61;79;0;2729;0;2729;255;1185;460;980;0,8229;0,6806;114;138;6232;7743;39318;36037;977;1360;881;-1439;4629;6232
115;0;3973;0;3973;165;1275;1440;0;0,8854;0;166;188;8790;7782;47801;43819;1033;1315;972;-221;71;0;2453;0;2453;375;1065;375;1065;0,7396;0,7396;102;138;8790;7782;48108;43819;1033;1315;972;-1721;6425;8790
108;0;3731;0;3731;170;1270;1440;0;0,8819;0;155;176;7985;7269;63950;58933;835;1303;795;-848;75;0;2591;0;2591;265;1175;255;1185;0,816;0,8229;108;132;7985;7269;64363;53768;835;1303;795;-2298;6322;7985
130;0;4491;0;4491;240;1200;1440;0;0,8333;0;187;224;8930;7481;72828;66414;770;1316;719;-1394;83;0;2867;0;2867;205;1235;205;1235;0,8576;0,8576;119;140;8930;7481;73293;61249;770;1316;719;-2844;7358;8930
126;0;4353;0;4353;255;1185;1440;0;0,8229;0;181;220;8714;6030;81500;72444;849;1223;824;-1768;70;0;2418;0;2418;220;1220;220;1220;0,8472;0,8472;101;120;8714;6030;82007;67279;849;1223;824;-3218;6771;8714
115;0;3973;0;3973;220;1220;1380;60;0,8472;0,0417;166;197;9135;3111;90613;75555;861;1283;827;-2190;96;0;3316;0;3316;150;1290;150;1290;0,8958;0,8958;138;154;9135;3111;91142;70390;861;1283;827;-3640;7289;9135
85;0;2936;0;2936;263;1177;263;1177;0,8174;0,8174;122;150;5722;7226;96285;82781;1112;1253;952;-2331;45;0;1555;0;1555;750;690;750;690;0,4792;0,4792;65;129;5722;7226;96864;77616;1112;1253;952;-3781;4491;5876
96;0;3316;0;3316;252;1188;252;1188;0,825;0,825;138;168;6812;7790;103042;90571;1392;1141;884;-2080;95;0;3282;0;3282;242;1198;305;1135;0,8319;0,7882;137;165;6812;7790;103676;85406;1392;1141;884;-3530;6598;8423
47;0;1624;0;1624;865;575;865;575;0,3993;0,3993;68;157;5901;7660;108889;98231;1102;1228;1020;-2206;89;0;3075;0;3075;265;1175;265;1175;0,816;0,816;128;157;5901;7660;109577;93066;1102;1228;1020;-3656;4698;6149
75;0;2591;0;2591;430;1010;550;890;0,7014;0,6181;108;161;5745;7557;114581;105788;1219;1313;1087;-2300;78;0;2695;0;2695;570;870;570;870;0,6042;0,6042;112;336;5745;7557;115322;100623;1219;1313;1087;-3750;5285;5745
96;0;3316;0;3316;245;1195;245;1195;0,8299;0,8299;138;165;7200;7508;121729;113296;1287;1300;941;-2313;91;0;3144;0;3144;315;1125;315;1125;0,7813;0,7813;131;167;7200;7508;122522;108131;1287;1300;941;-3763;6460;7200
121;0;4180;0;4180;155;1285;155;1285;0,8924;0,8924;174;196;7625;7668;129300;120964;1199;1281;1014;-2395;70;0;2107;0;2107;660;780;620;820;0,5417;0,5694;88;135;7625;7668;130147;115799;1199;1281;1014;-3845;6287;8322
88;0;3040;0;3040;315;1125;315;1125;0,7813;0,7813;127;163;7011;6816;136264;127780;1268;1230;701;-2357;104;0;3593;0;3593;355;1085;237;1203;0,7535;0,8354;150;197;7011;6816;137158;122615;1268;1230;701;-3807;6633;8087
68;0;2349;0;2349;555;885;830;610;0,6146;0,4236;98;166;6065;8129;142272;135909;1026;1286;830;-2617;91;0;3144;0;3144;435;1005;570;870;0,6979;0,6042;131;188;6065;8129;143223;130744;1026;1286;830;-4067;5493;9550
91;0;3385;0;3385;185;1255;185;1255;0,8715;0,8715;141;163;7270;6889;149493;142798;1482;1138;881;-2273;101;0;3489;0;3489;125;1315;180;1260;0,9132;0,875;145;159;7270;6889;150493;137633;1482;1138;881;-3723;6875;7270
123;0;4249;0;4249;265;1175;1085;355;0,816;0,2465;177;218;8918;7134;158361;149932;1105;1157;1059;-2325;104;0;3593;0;3593;265;1175;265;1175;0,816;0,816;150;188;8918;7134;159411;144767;1105;1157;1059;-3775;7842;8918
98;0;3385;0;3385;165;1275;635;805;0,8854;0,559;141;156;8885;7571;167193;157503;1277;1187;1049;-2235;85;0;2936;0;2936;205;1235;205;1235;0,8576;0,8576;122;144;8885;7571;168296;152338;1277;1187;1049;-3685;6322;8885
85;0;2936;0;2936;345;1095;440;1000;0,7604;0,6944;122;161;6516;6814;173662;164317;1281;1294;1072;-2248;78;0;2695;0;2695;410;1030;300;1140;0,7153;0,7917;112;160;6516;6814;174812;159152;1281;1294;1072;-3698;5631;6516
101;0;3489;0;3489;360;1080;360;1080;0,75;0,75;145;192;7168;7373;180778;171690;1295;1264;876;-2217;105;0;3627;0;3627;285;1155;125;1315;0,8021;0,9132;151;188;7168;7373;181980;166525;1295;1264;876;-3667;7116;7168
102;0;3524;0;3524;345;1095;345;1095;0,7604;0,7604;147;192;8215;7536;188940;179226;1060;1229;601;-2386;75;45;2591;1145;3736;380;1060;1070;370;0,7361;0,2569;156;212;8215;7536;190195;174061;1060;1229;601;-3836;7260;8215
107;0;3696;0;3696;330;1110;330;1110;0,7708;0,7708;154;201;6510;7375;195399;186601;1088;1309;951;-2607;66;0;2280;0;2280;615;825;1110;330;0,5729;0,2292;95;131;6510;7375;196705;181436;1088;1309;951;-4057;5976;6510
108;0;3731;0;3731;340;1100;665;775;0,7639;0,5382;155;204;7445;7593;202791;194194;660;1245;620;-3192;62;0;2142;0;2142;635;805;480;960;0,559;0,6667;89;167;7445;7593;204150;189029;660;1245;620;-4642;5873;7445
115;0;3973;0;3973;191;1249;1065;375;0,8674;0,2604;166;192;8022;7295;210762;201489;714;991;623;-3469;73;0;2522;0;2522;445;995;445;995;0,691;0,691;105;152;8022;7295;212172;196324;714;991;623;-4919;6495;8022
117;0;4042;0;4042;100;1340;1440;0;0,9306;0;168;181;9500;6613;220215;208102;738;1175;681;-3906;98;0;3385;0;3385;195;1245;245;1195;0,8646;0,8299;141;166;9500;6613;221672;202937;738;1175;681;-5356;7427;9500
98;0;3385;0;3385;170;1270;440;1000;0,8819;0,6944;141;159;8119;7160;228284;215262;636;1216;636;-4486;70;19;2418;484;2902;507;933;847;593;0,6479;0,4118;121;186;8119;7160;229791;210097;636;1216;636;-5936;6287;8119
80;0;2764;0;2764;325;1115;325;1115;0,7743;0,7743;115;145;8530;7453;236762;222715;823;1168;637;-4831;98;36;3385;916;4302;253;1187;1005;435;0,8243;0,3021;179;221;8530;7453;238321;217550;823;1168;637;-6281;7065;8530
97;0;3351;0;3351;275;1165;275;1165;0,809;0,809;140;172;8430;7387;8378;7387;1154;1228;913;1426;93;0;3213;0;3213;315;1125;175;1265;0,7813;0,8785;134;171;8430;7387;8430;7387;1154;1228;913;-74;6564;8430
70;0;2418;0;2418;435;1005;435;1005;0,6979;0,6979;101;156;5590;2482;13951;9869;578;1187;558;817;61;0;2107;0;2107;650;790;650;790;0,5486;0,5486;88;146;5590;2482;14020;9869;578;1187;558;-683;4525;5590
77;0;2660;0;2660;385;1055;380;1060;0,7326;0,7361;111;153;6760;1640;20699;11509;1123;1221;814;719;72;7;2487;178;2665;330;1110;225;1215;0,7708;0,8438;111;145;6760;1640;20780;11509;1123;1221;814;-781;5325;6760
76;1;2625;25;2651;310;1130;310;1130;0,7847;0,7847;110;144;8900;6260;29556;17769;830;1306;821;243;114;16;3938;407;4345;200;1240;1005;435;0,8611;0,3021;181;209;8900;6260;29680;17769;830;1306;821;-1257;6996;8900
106;0;3662;0;3662;215;1225;215;1225;0,8507;0,8507;153;181;9525;7570;39028;25339;920;1278;920;-115;114;0;3938;0;3938;280;1160;1440;0;0,8056;0;164;209;9525;7570;39205;25339;920;1278;920;-1615;7600;9525
86;0;2971;0;2971;290;1150;410;1030;0,7986;0,7153;124;152;8477;7406;47453;32745;827;1215;821;-503;88;2;3040;51;3091;405;1035;1090;350;0,7188;0,2431;129;180;8477;7406;47682;32745;827;1215;821;-2003;6062;8477
67;3;2315;76;2391;365;1075;365;1075;0,7465;0,7465;100;133;6285;6731;60457;47317;1403;1272;1035;-394;90;6;3109;153;3262;208;1232;208;1232;0,8556;0,8556;136;159;6285;6731;60788;42123;1403;1272;1035;-1884;5653;6285
51;1;1762;25;1787;695;745;695;745;0,5174;0,5174;74;108;6275;7291;66681;54608;1060;1102;738;-436;83;9;2867;229;3096;360;1080;125;1315;0,75;0,9132;129;171;6275;7291;67063;49414;1060;1102;738;-1926;4884;6275
47;0;1624;0;1624;750;690;1440;0;0,4792;0;68;160;5356;6921;71988;61529;995;1129;854;-570;80;0;2764;0;2764;570;870;340;1100;0,6042;0,7639;115;189;5356;6921;72419;56335;995;1129;854;-2060;4387;5356
73;0;2522;0;2522;250;1190;1440;0;0,8264;0;105;128;5815;7402;77751;68931;913;1286;830;-943;69;4;2384;102;2485;570;870;215;1225;0,6042;0,8507;104;165;5815;7402;78234;63737;913;1286;830;-2433;5007;5815
77;0;2660;0;2660;465;975;840;600;0,6771;0,4167;111;165;6412;7414;84112;76345;963;1228;777;-1208;91;0;3144;0;3144;440;1000;195;1245;0,6944;0,8646;131;188;6412;7414;84646;71151;963;1228;777;-2698;5804;6566
80;2;2764;51;2815;410;1030;320;1120;0,7153;0,7778;117;163;6042;7507;90101;83852;1103;1244;678;-1349;71;0;2453;0;2453;505;935;505;935;0,6493;0,6493;102;161;6042;7507;90688;78658;1103;1244;678;-2839;5267;7127
73;0;2522;0;2522;344;1096;344;1096;0,7611;0,7611;105;141;6560;7650;96607;91502;1303;1185;1022;-1231;92;1;3178;25;3204;347;1093;347;1093;0,759;0,759;133;174;6560;7650;97248;86308;1303;1185;1022;-2721;5725;6955
75;0;2591;0;2591;305;1135;375;1065;0,7882;0,7396;108;134;6299;7134;102857;98636;1045;1250;1007;-1436;82;6;2833;153;2985;365;1075;575;865;0,7465;0,6007;124;169;6299;7134;103547;93442;1045;1250;1007;-2926;5576;6299
47;1;1624;25;1649;729;711;739;701;0,4938;0,4868;69;135;6191;5010;109012;103646;929;1267;894;-1774;84;11;2902;280;3182;287;1153;287;1153;0,8007;0,8007;133;167;6191;5010;109738;98452;929;1267;894;-3264;4831;6191
91;12;3144;305;3449;305;1135;305;1135;0,7882;0,7882;144;182;5359;7305;114320;110951;1031;1345;830;-2088;62;6;2142;153;2295;640;800;785;655;0,5556;0,4549;96;169;5359;7305;115097;105757;1031;1345;830;-3578;5744;6696
68;0;2349;0;2349;585;855;585;855;0,5938;0,5938;98;168;7710;7763;121976;118714;914;1331;783;-2505;125;0;4318;0;4318;240;1200;240;1200;0,8333;0,8333;180;217;7710;7763;122807;113520;914;1331;783;-3995;6667;8518
105;0;3627;0;3627;165;1275;165;1275;0,8854;0,8854;151;171;8340;6638;130270;125352;1213;1323;945;-2615;103;0;3558;0;3558;325;1115;245;1195;0,7743;0,8299;148;193;8340;6638;131147;120158;1213;1323;945;-4105;7185;10739
82;0;2833;0;2833;365;1075;365;1075;0,7465;0,7465;118;151;6190;6488;136414;131840;939;1330;818;-3006;87;0;3005;0;3005;215;1225;315;1125;0,8507;0,7813;125;149;6190;6488;137337;126646;939;1330;818;-4496;5838;6190
93;0;3213;0;3213;185;1255;185;1255;0,8715;0,8715;134;154;7776;7426;144138;139266;1072;1344;843;-3278;103;0;3558;0;3558;164;1276;429;1011;0,8861;0,7021;148;167;7776;7426;145113;134072;1072;1344;843;-4768;6771;7776
55;0;1900;0;1900;570;870;1000;440;0,6042;0,3056;79;142;7062;7301;151149;146567;981;1442;886;-3739;82;9;2833;229;3062;225;1215;600;840;0,8438;0,5833;128;151;7062;7301;152175;141373;981;1442;886;-5229;4962;7062
71;39;2453;993;3445;335;1105;335;1105;0,7674;0,7674;144;187;7171;7557;158267;154124;926;1456;816;-4269;63;20;2176;509;2685;695;745;1140;300;0,5174;0,2083;112;215;7171;7557;159346;148930;926;1456;816;-5759;6131;7171
64;17;2211;433;2644;365;1075;365;1075;0,7465;0,7465;110;142;7399;7615;165613;161739;993;1354;881;-4630;64;42;2211;1069;3280;280;1160;490;950;0,8056;0,6597;137;168;7399;7615;166745;156545;993;1354;881;-6120;5924;7399
98;14;3385;356;3742;210;1230;210;1230;0,8542;0,8542;156;182;7930;7598;173490;169337;1199;1399;1019;-4830;89;27;3075;687;3762;305;1135;305;1135;0,7882;0,7882;157;199;7930;7598;174675;164143;1199;1399;1019;-6320;7504;7930
94;0;3247;0;3247;250;1190;455;985;0,8264;0,684;135;163;7205;7159;180645;176496;1169;1358;911;-5019;86;0;2971;0;2971;465;975;495;945;0,6771;0,6563;124;183;7205;7159;181880;171302;1169;1358;911;-6509;6218;7205
78;5;2695;127;2822;265;1175;1440;0;0,816;0;118;145;7800;7563;188392;184059;1252;1434;873;-5201;100;4;3455;102;3556;225;1215;225;1215;0,8438;0,8438;148;175;7800;7563;189680;178865;1252;1434;873;-6691;6378;7800
89;52;3075;1324;4398;205;1235;1030;410;0,8576;0,2847;183;212;9460;7018;197802;191077;1002;1105;839;-5304;111;4;3835;102;3936;285;1155;525;915;0,8021;0,6354;164;205;9460;7018;199140;185883;1002;1105;839;-6794;8335;9460
67;43;2315;1095;3409;225;1215;1175;265;0,8438;0,184;142;170;7508;7049;205261;198126;854;1295;775;-5745;91;1;3144;25;3169;142;1298;317;1123;0,9014;0,7799;132;152;7508;7049;206648;192932;854;1295;775;-7235;6578;7508
69;23;2384;585;2969;285;1155;285;1155;0,8021;0,8021;124;154;7646;7171;212857;205297;932;1233;792;-6046;65;44;2245;1120;3365;237;1203;575;865;0,8354;0,6007;140;168;7646;7171;214294;200103;932;1233;792;-7536;6335;7646
29;0;1002;0;1002;1177;263;1177;263;0,1826;0,1826;42;229;6180;6710;6133;6710;873;1210;782;1163;118;2;4076;51;4127;290;1150;290;1150;0,7986;0,7986;172;215;6180;6710;6180;6710;873;1210;782;-337;5129;6180
73;14;2522;356;2878;410;1030;1040;400;0,7153;0,2778;120;160;8402;6840;14487;13550;1099;1214;683;1048;109;5;3765;127;3893;175;1265;175;1265;0,8785;0,8785;162;186;8402;6840;14582;13550;1099;1214;683;-452;6771;8402
112;0;3869;0;3869;255;1185;255;1185;0,8229;0,8229;161;190;8655;6514;23097;20064;1360;1209;837;1199;112;0;3869;0;3869;275;1165;275;1165;0,809;0,809;161;202;8655;6514;23237;20064;1360;1209;837;-301;7738;8655
60;26;2073;662;2735;335;1105;335;1105;0,7674;0,7674;114;148;5875;6810;28924;26874;1171;1183;795;1187;68;21;2349;535;2884;485;955;485;955;0,6632;0,6632;120;181;5875;6810;29112;26874;1171;1183;795;-313;5618;5875
32;0;1105;0;1105;1070;370;1070;370;0,2569;0,2569;46;179;5270;6727;34147;33601;915;1255;728;847;75;29;2591;738;3329;500;940;500;940;0,6528;0,6528;139;213;5270;6727;34382;33601;915;1255;728;-653;4435;5270
114;30;3938;764;4702;175;1265;435;1005;0,8785;0,6979;196;223;8901;5523;43009;39124;1199;1456;923;590;113;0;3904;0;3904;280;1160;280;1160;0,8056;0,8056;163;200;8901;5523;43283;39124;1199;1456;923;-910;8605;8901
96;0;3316;0;3316;290;1150;545;895;0,7986;0,6215;138;175;7391;7056;58457;52818;1066;1402;777;-147;94;0;2384;0;2384;310;1130;625;815;0,7847;0,566;99;133;7391;7056;58827;48599;1066;1402;777;-1474;5700;7391
105;0;3627;0;3627;281;1159;281;1159;0,8049;0,8049;151;190;7715;6577;66126;59395;1413;1337;813;-71;106;0;3662;0;3662;215;1225;215;1225;0,8507;0,8507;153;181;7715;6577;66542;55176;1413;1337;813;-1398;7289;7715
137;0;4733;0;4733;180;1260;180;1260;0,875;0,875;197;226;8052;7143;74128;66538;1408;1232;960;105;99;0;3420;0;3420;360;1080;360;1080;0,75;0,75;143;193;8052;7143;74594;62319;1408;1232;960;-1222;8153;8052
74;37;2556;942;3498;315;1125;315;1125;0,7813;0,7813;146;187;7645;7360;81722;73898;1409;1296;931;218;97;0;3351;0;3351;295;1145;80;1360;0,7951;0,9444;140;175;7645;7360;82239;69679;1409;1296;931;-1109;6849;7645
72;21;2487;535;3022;385;1055;1160;280;0,7326;0,1944;126;173;7085;6961;88758;80859;646;1325;260;-461;62;34;2142;865;3007;470;970;470;970;0,6736;0,6736;125;177;7085;6961;89324;76640;646;1325;260;-1788;6029;7239
57;23;1969;585;2555;325;1115;325;1115;0,7743;0,7743;106;137;6710;7221;95417;88080;837;990;152;-614;89;17;3075;433;3507;415;1025;775;665;0,7118;0,4618;146;196;6710;7221;96034;83861;837;990;152;-1941;6062;8511
72;1;2487;25;2513;360;1080;530;910;0,75;0,6319;105;141;6720;6968;102089;95048;817;1264;724;-1061;74;32;2556;815;3371;412;1028;412;1028;0,7139;0,7139;140;197;6720;6968;102754;90829;817;1264;724;-2388;5884;7396
88;33;3040;840;3880;210;1230;1440;0;0,8542;0;162;189;8769;6946;110809;101994;767;1303;688;-1597;73;40;2522;1018;3540;340;1100;340;1100;0,7639;0,7639;148;192;8769;6946;111523;97775;767;1303;688;-2924;7420;8769
113;22;3904;560;4464;270;1170;1440;0;0,8125;0;186;229;9612;7279;120370;109273;969;1273;785;-1901;87;20;3005;509;3515;367;1073;367;1073;0,7451;0,7451;146;194;9612;7279;121135;105054;969;1273;785;-3228;7978;9612
116;0;4007;0;4007;300;1140;1440;0;0,7917;0;167;209;10348;6789;130671;116062;913;1287;750;-2275;121;0;4180;0;4180;277;1163;277;1163;0,8076;0,8076;174;213;10348;6789;131483;111843;913;1287;750;-3602;8187;10811
102;3;3524;76;3600;335;1105;1150;290;0,7674;0,2014;150;188;8376;6083;139004;122145;935;1258;706;-2598;70;47;2418;1196;3615;282;1158;282;1158;0,8042;0,8042;151;184;8376;6083;139859;117926;935;1258;706;-3925;7215;8808
88;42;3040;1069;4109;215;1225;1440;0;0,8507;0;171;199;9164;7040;148119;129185;768;1264;587;-3094;61;62;2107;1578;3685;340;1100;330;1110;0,7639;0,7708;154;200;9164;7040;149023;124966;768;1264;587;-4421;7795;11403
119;51;4111;1298;5409;160;1280;1440;0;0,8889;0;225;254;8794;6760;156865;135945;922;1250;320;-3422;71;12;2453;305;2758;405;1035;745;695;0,7188;0,4826;115;141;8794;6760;157817;131726;922;1250;320;-4749;8167;8794
62;94;2142;2393;4535;280;1160;1140;300;0,8056;0,2083;189;235;8781;6317;165602;142262;987;1383;588;-3818;92;5;3178;127;3305;620;820;620;820;0,5694;0,5694;138;236;8781;6317;166598;138043;987;1383;588;-5145;7840;8781
78;37;2695;942;3636;445;995;1440;0;0,691;0;152;216;8836;6525;174392;148787;1154;1397;517;-4061;132;9;4560;229;4789;230;1210;430;1010;0,8403;0,7014;200;238;8836;6525;175434;144568;1154;1397;517;-5388;8425;8836
145;0;5009;0;5009;255;1185;1440;0;0,8229;0;209;254;7423;7206;181765;155993;1041;1402;786;-4422;77;0;2660;0;2660;780;660;780;660;0,4583;0,4583;111;263;7423;7206;182857;151774;1041;1402;786;-5749;7669;7423
94;0;3247;0;3247;430;1010;1075;365;0,7014;0,2535;135;197;8070;6707;189788;162700;1413;1379;864;-4388;115;0;3973;0;3973;397;1043;397;1043;0,7243;0,7243;166;226;8070;6707;190927;158481;1413;1379;864;-5715;7220;8070
92;0;3178;0;3178;385;1055;1110;330;0,7326;0,2292;132;181;7457;7068;197196;169768;1140;1347;648;-4595;91;0;2004;0;2004;405;1035;405;1035;0,7188;0,7188;83;118;7457;7068;198384;165549;1140;1347;648;-5922;5182;6182
91;8;3144;204;3347;345;1095;345;1095;0,7604;0,7604;139;183;7521;6629;204670;176397;1070;1293;582;-4818;98;9;3385;229;3615;185;1255;185;1255;0,8715;0,8715;151;172;7521;6629;205905;172178;1070;1293;582;-6145;6962;7521
100;2;3455;51;3505;275;1165;275;1165;0,809;0,809;146;182;6652;6901;211274;183298;988;1291;817;-5121;69;10;2384;255;2638;590;850;885;555;0,5903;0,3854;110;192;6652;6901;212557;179079;988;1291;817;-6448;6144;6652
120;0;4145;0;4145;215;1225;215;1225;0,8507;0,8507;173;203;8420;6760;219647;190058;954;1345;892;-5512;83;5;2867;127;2995;480;960;1080;360;0,6667;0,25;125;188;8420;6760;220977;185839;954;1345;892;-6839;7140;8420
119;12;4111;305;4416;285;1155;1060;380;0,8021;0,2639;184;231;7239;6609;226839;196667;990;1370;823;-5892;72;3;2487;76;2564;440;1000;575;865;0,6944;0,6007;107;173;7239;6609;228216;192448;990;1370;823;-7219;6980;7239
133;2;4595;51;4645;245;1195;1440;0;0,8299;0;194;233;8570;6837;235361;203504;999;1413;0;-6306;117;15;4042;382;4424;270;1170;180;1260;0,8125;0,875;184;234;8570;6837;236786;199285;999;1413;0;-7633;9069;8570
113;0;3904;0;3904;230;1210;1440;0;0,8403;0;163;195;8236;7092;243548;210596;850;1316;0;-6772;86;0;2971;0;2971;500;940;500;940;0,6528;0,6528;124;187;8236;7092;245022;206377;850;1316;0;-8099;6875;8236
86;0;2971;0;2971;405;1035;1110;330;0,7188;0,2292;124;172;7076;6709;7029;6709;818;1309;0;1009;78;0;2695;0;2695;440;1000;755;685;0,6944;0,4757;112;161;7076;6709;7076;6709;818;1309;0;-491;5665;7076
80;0;2764;0;2764;275;1165;275;1165;0,809;0,809;115;142;8258;6986;15238;13695;786;1356;0;439;116;1;4007;25;4033;305;1135;1440;0;0,7882;0;168;215;8258;6986;15334;13695;786;1356;0;-1061;6796;8258
48;23;1658;585;2244;370;1070;370;1070;0,7431;0,7431;93;125;7471;6871;22661;20566;828;1393;0;-126;40;82;1382;2087;3469;160;1280;1440;0;0,8889;0;145;163;7471;6871;22805;20566;828;1393;0;-1626;5713;7471
62;14;2142;356;2498;670;770;1140;300;0,5347;0,2083;104;127;7268;7006;29880;27572;1067;1369;0;-428;64;61;2211;1553;3764;275;1165;1240;200;0,809;0,1389;157;197;7268;7006;30073;27572;1067;1369;0;-1928;6262;7268
96;17;3316;433;3749;250;1190;250;1190;0,8264;0,8264;156;188;9861;6605;39695;34177;916;1342;153;-854;98;57;3385;1451;4836;265;1175;1440;0;0,816;0;202;246;9861;6605;39934;34177;916;1342;153;-2354;8585;9861
111;21;3835;535;4369;310;1130;310;1130;0,7847;0,7847;182;228;9250;6651;48898;40828;1248;1341;655;-947;107;21;3696;535;4231;190;1250;1045;395;0,8681;0,2743;176;202;9250;6651;49184;40828;1248;1341;655;-2447;8600;9250
114;9;3938;229;4167;370;1070;370;1070;0,7431;0,7431;174;226;6935;6743;65430;54367;730;1301;415;-1654;93;5;3213;127;3340;485;955;485;955;0,6632;0,6632;139;192;6935;6743;65811;49728;730;1301;415;-3103;7507;6935
73;7;2522;178;2700;295;1145;295;1145;0,7951;0,7951;113;143;8575;6312;73961;60679;570;1294;330;-2378;83;37;2867;942;3809;280;1160;715;725;0,8056;0,5035;159;199;8575;6312;74386;56040;570;1294;330;-3827;6509;8575
70;1;2418;25;2444;130;1310;130;1310;0,9097;0,9097;102;117;5100;816;79056;61495;164;856;153;-3070;71;23;2453;585;3038;215;1225;960;480;0,8507;0,3333;127;164;5100;816;79486;56856;164;856;153;-4519;5482;5100
87;9;3005;229;3235;265;1175;265;1175;0,816;0,816;135;164;5621;6198;84633;67693;472;1288;0;-3886;66;1;2280;25;2305;775;665;1155;285;0,4618;0,1979;96;200;5621;6198;85107;63054;472;1288;0;-5335;5540;5621
92;1;3178;25;3204;350;1090;350;1090;0,7569;0,7569;133;176;6252;6405;90840;74098;930;1292;0;-4248;82;1;2833;25;2858;430;1010;960;480;0,7014;0,3333;119;173;6252;6405;91359;69459;930;1292;0;-5697;6062;6406
75;1;2591;25;2616;423;1017;423;1017;0,7063;0,7063;109;156;6192;6707;96985;80805;818;1393;0;-4823;97;6;3351;153;3504;410;1030;85;1355;0,7153;0,941;146;206;6192;6707;97551;76166;818;1393;0;-6272;6120;8209
59;0;2038;0;2038;695;745;695;745;0,5174;0,5174;85;131;5159;6939;102096;87744;781;1300;0;-5342;99;0;3420;0;3420;455;985;70;1370;0,684;0,9514;143;208;5159;6939;102710;83105;781;1300;0;-6791;5458;5825
106;0;3662;0;3662;335;1105;705;735;0,7674;0,5104;153;199;8257;6855;110305;94599;806;1302;0;-5838;93;17;3213;433;3645;355;1085;190;1250;0,7535;0,8681;152;200;8257;6855;110967;89960;806;1302;0;-7287;7307;8257
108;0;3731;0;3731;90;1350;90;1350;0,9375;0,9375;155;166;8174;6695;118432;101294;358;231;0;-5711;68;8;2349;204;2553;245;1195;245;1195;0,8299;0,8299;106;132;8174;6695;119141;96655;358;231;0;-7160;6284;8174
67;8;2315;204;2518;240;1200;240;1200;0,8333;0,8333;105;128;6385;6919;124769;108213;1113;1248;0;-5846;85;13;2936;331;3267;380;1060;380;1060;0,7361;0,7361;136;186;6385;6919;125526;103574;1113;1248;0;-7295;5785;7629
65;5;2245;127;2373;570;870;570;870;0,6042;0,6042;99;160;6345;6600;131067;114813;712;809;0;-5943;106;7;3662;178;3840;290;1150;290;1150;0,7986;0,7986;160;199;6345;6600;131871;110174;712;809;0;-7392;6213;7152
110;16;3800;407;4207;260;1180;640;800;0,8194;0,5556;175;213;8122;6290;139145;121103;799;1210;0;-6354;28;52;967;1324;2291;335;1105;280;1160;0,7674;0,8056;95;123;8122;6290;139993;116464;799;1210;0;-7803;6498;9125
94;3;3247;76;3324;250;1190;270;1170;0,8264;0,8125;138;168;7768;5609;146874;126712;1095;1242;0;-6501;117;4;4042;102;4144;340;1100;820;620;0,7639;0,4306;173;230;7768;5609;147761;122073;1095;1242;0;-7950;7467;7768
93;0;3213;0;3213;420;1020;420;1020;0,7083;0,7083;134;188;7545;6782;154372;133494;995;1300;0;-6806;117;0;4042;0;4042;205;1235;890;550;0,8576;0,3819;168;191;7545;6782;155306;128855;995;1300;0;-8255;7255;7545
75;13;2591;331;2922;495;945;625;815;0,6563;0,566;122;181;5926;6492;160252;139986;1072;1135;0;-6869;99;4;3420;102;3522;315;1125;315;1125;0,7813;0,7813;147;185;5926;6492;161232;135347;1072;1135;0;-8318;6444;5926
90;27;3109;687;3796;335;1105;1440;0;0,7674;0;158;207;8829;5993;169039;145979;920;1135;0;-7084;103;16;3558;407;3965;260;1180;260;1180;0,8194;0,8194;165;201;8829;5993;170061;141340;920;1135;0;-8533;7762;8829
100;14;3455;356;3811;355;1085;990;450;0,7535;0,3125;159;210;7235;6604;176228;152583;874;1303;0;-7513;77;20;2660;509;3169;345;1095;345;1095;0,7604;0,7604;132;175;7235;6604;177296;147944;874;1303;0;-8962;6980;7235
122;35;4215;891;5105;190;1250;1410;30;0,8681;0,0208;213;246;7745;6505;183927;159088;838;1326;0;-8001;71;0;2453;0;2453;625;815;625;815;0,566;0,566;102;143;7745;6505;185041;154449;838;1326;0;-9450;7558;7745
