Alim. Car. NITENS 1;Alim. Cam. NITENS 1;Pic. Car. NITENS 1;Pic. Cam. NITENS 1;Total Alim. NITENS 1;Tiempo muerto L. corta 1;Tiempo efectivo L. corta 1;Tiempo muerto L. larga 1;Tiempo efectivo L. larga 1;Disp. L. corta 1;Disp. L. larga 1;Velocidad 1 ;Velocidad Real 1 ;PM NITENS 1;Consumo Diges. PT 1;Inv. Asti. NITENS 1;Inv. Asti. GLOBULUS 1;PM Galpon 194-1;PM Caldera 198-1;PM Secador 1;Inv. Corteza 1;Alim. Car. NITENS 2;Alim. Cam. NITENS 2;Pic. Car. NITENS 2;Pic. Cam. NITENS 2;Total Alim. NITENS 2;Tiempo muerto L. corta 2;Tiempo efectivo L. corta 2;Tiempo muerto L. larga 2;Tiempo efectivo L. larga 2;Disp. L. corta 2;Disp. L. larga 2;Velocidad 2;Velocidad Real 2;PM NITENS 2;Consumo Diges. PT 2;Inv. Asti. NITENS 2;Inv. Asti. GLOBULUS 2;PM Galpon 194-2;PM Caldera 198-2;PM Secador 2;Inv. Corteza 2;Total Astillado;Prod. Total
77;0;2660;0;2660;545;895;755;685;0,6215;0,4757;111;176;6255;6748;92933;77545;1202;1588;698;-3340;65;30;2245;764;3009;440;1000;440;1000;0,6944;0,6944;125;179;6255;6748;93476;73058;1202;1588;698;-4399;5669;7857
112;6;3869;153;4022;333;1107;553;887;0,7688;0,616;168;218;8233;7296;101115;84841;1148;1587;342;-3779;63;51;2176;1298;3475;385;1055;385;1055;0,7326;0,7326;145;199;8233;7296;101709;80354;1148;1587;342;-4838;7496;8072
54;0;1865;0;1865;260;1180;335;1105;0,8194;0,7674;177;215;8258;7321;109322;92162;1235;1585;727;-4129;111;0;3835;0;3835;285;1155;280;1160;0,8021;0,8056;160;200;8258;7321;109967;87675;1235;1585;727;-5188;8084;8258
79;43;2729;1095;3824;290;1150;120;1320;0,7986;0,9167;159;197;6053;7305;115324;99467;986;1550;632;-4693;66;4;2280;102;2382;780;660;495;945;0,4583;0,6563;99;191;6053;7305;116020;94980;986;1550;632;-5752;6205;6053
80;23;2764;585;3349;325;1115;110;1330;0,7743;0,9236;140;180;6890;7208;122163;106675;943;1509;680;-5259;73;28;2522;713;3235;480;960;990;450;0,6667;0,3125;135;208;6890;7208;122910;102188;943;1509;680;-6318;6584;8198
73;0;2522;0;2522;200;1240;1440;0;0,8611;0;183;212;9325;7100;131439;113775;906;1431;678;-5784;113;0;3904;0;3904;215;1225;1440;0;0,8507;0;163;190;9325;7100;132235;109288;906;1431;678;-6843;8291;9977
98;27;3385;687;4073;265;1175;1440;0;0,816;0;170;207;9572;6846;140963;120621;639;1388;257;-6533;122;0;4215;0;4215;325;1115;1440;0;0,7743;0;176;226;9572;6846;141807;116134;639;1388;257;-7592;8287;11648
89;0;3075;0;3075;255;1185;1440;0;0,8229;0;128;156;9025;4070;149959;124691;525;1416;192;-7424;122;0;4215;0;4215;150;1290;1440;0;0,8958;0;176;200;9025;4070;150832;120204;525;1416;192;-8483;7289;9025
73;10;2522;255;2776;255;1185;1440;0;0,8229;0;116;141;8561;7045;158471;131736;693;1407;272;-8138;105;19;3627;484;4111;380;1060;1305;135;0,7361;0,0938;171;231;8561;7045;159393;127249;693;1407;272;-9197;6887;8561
79;0;2729;0;2729;245;1195;1440;0;0,8299;0;114;143;5193;7519;163611;139255;952;1384;598;-8570;61;0;2107;0;2107;715;725;715;725;0,5035;0,5035;88;171;5193;7519;164586;134768;952;1384;598;-9629;4836;5193
41;10;1416;255;1671;750;690;1440;0;0,4792;0;70;154;5212;7302;168772;146557;1053;1389;583;-8906;92;5;3178;127;3305;305;1135;305;1135;0,7882;0,7882;138;176;5212;7302;169798;142070;1053;1389;583;-9965;4976;5212
77;31;2660;789;3449;220;1220;1440;0;0,8472;0;144;169;6342;6769;175067;153326;1237;1387;522;-9056;86;1;2971;25;2996;410;1030;800;640;0,7153;0,4444;125;175;6342;6769;176140;148839;1237;1387;522;-10115;6445;6342
84;11;2902;280;3182;370;1070;1440;0;0,7431;0;133;173;6010;6262;181033;159588;1182;1576;682;-9450;75;1;2591;25;2616;415;1025;510;930;0,7118;0,6458;109;154;6010;6262;182150;155101;1182;1576;682;-10509;5798;6010
94;18;3247;458;3705;335;1105;1440;0;0,7674;0;154;200;6576;6936;187560;166524;1219;1533;285;-9764;72;6;2487;153;2640;310;1130;1440;0;0,7847;0;110;141;6576;6936;188726;162037;1219;1533;285;-10823;6345;6576
80;61;2764;1553;4316;205;1235;1440;0;0,8576;0;180;211;7136;4364;194666;170888;1438;1519;362;-9845;76;1;2625;25;2651;295;1145;1440;0;0,7951;0;110;139;7136;4364;195862;166401;1438;1519;362;-10904;6967;7136
56;45;1935;1145;3080;275;1165;1440;0;0,809;0;128;159;5616;6936;200233;177824;904;1531;453;-10472;52;1;1796;25;1822;475;965;1440;0;0,6701;0;76;109;5616;6936;201478;173337;904;1531;453;-11531;4902;5616
84;0;2902;0;2902;240;1200;1440;0;0,8333;0;121;148;6056;5763;206249;183587;925;1513;514;-11060;77;0;2660;0;2660;200;1240;1440;0;0,8611;0;111;132;6056;5763;207534;179100;925;1513;514;-12119;5562;6056
38;2;1313;51;1364;820;620;1440;0;0,4306;0;57;115;4387;0;210636;183587;859;1425;381;-11626;34;30;1175;764;1938;565;875;1440;0;0,6076;0;81;132;4387;0;211921;179100;859;1425;381;-12685;3302;4387
5;0;173;0;173;1380;60;480;960;0,0417;0,6667;7;173;1165;0;1165;0;553;424;0;1199;18;18;622;458;1080;1070;370;480;960;0,2569;0,6667;45;175;1165;0;1165;0;553;424;0;-301;1253;1165
73;0;2522;0;2522;330;1110;1440;0;0,7708;0;105;136;6424;0;7589;0;893;1173;0;919;88;0;3040;0;3040;490;950;1260;180;0,6597;0,125;127;192;6424;0;7589;0;893;1173;0;-581;5562;6578
72;0;2487;0;2487;585;855;1440;0;0,5938;0;104;185;6218;791;13801;791;1383;1456;0;846;89;0;3075;0;3075;330;1110;760;680;0,7708;0,4722;128;166;6218;791;13807;791;1383;1456;0;-654;5562;7883
56;10;1935;255;2189;600;840;1440;0;0,5833;0;91;149;5180;1784;18969;2575;775;1264;444;357;25;32;864;815;1678;725;715;725;715;0,4965;0,4965;70;123;5180;1784;18987;2575;775;1264;444;-1143;3867;4868
50;36;1727;916;2644;510;930;1440;0;0,6458;0;110;166;5615;3101;24562;5676;1085;1264;501;178;38;48;1313;1222;2535;600;840;600;840;0,5833;0,5833;106;187;5615;3101;24602;5676;1085;1264;501;-1322;5178;5615
46;104;1589;2647;4236;155;1285;1440;0;0,8924;0;177;199;4283;1811;28833;7487;1330;1325;293;183;0;0;0;0;0;1440;0;1440;0;0;0;0;0;4283;1811;28885;7487;1330;1325;293;-1317;4236;4283
23;58;795;1476;2271;430;1010;1440;0;0,7014;0;95;140;5190;4078;33994;11565;1200;1420;320;-37;37;17;1278;433;1711;805;635;765;675;0,441;0,4688;71;155;5190;4078;34075;11565;1200;1420;320;-1537;3982;6565
65;82;2245;2087;4333;150;1290;1440;0;0,8958;0;181;201;8770;4200;42735;15765;1292;1346;291;-91;93;20;3213;509;3722;230;1210;75;1365;0,8403;0,9479;155;184;8770;4200;42845;15765;1292;1346;291;-1591;8055;9207
95;25;3282;636;3918;200;1240;1440;0;0,8611;0;163;189;6992;4205;49697;19970;1048;1308;0;-351;70;0;2418;0;2418;330;1110;285;1155;0,7708;0,8021;101;128;6992;4205;49837;19970;1048;1308;0;-1851;6336;9384
100;0;3455;0;3455;465;975;1440;0;0,6771;0;144;198;7057;4904;56720;24874;990;1372;796;-733;91;0;3144;0;3144;180;1260;110;1330;0,875;0,9236;131;153;7057;4904;56894;24874;990;1372;796;-2233;6598;7057
111;15;3835;382;4216;270;1170;1440;0;0,8125;0;176;214;6963;2681;63664;27555;896;1383;170;-1220;54;15;1865;382;2247;640;800;195;1245;0,5556;0,8646;94;167;6963;2681;63857;27555;896;1383;170;-2720;6464;6963
96;2;3316;51;3367;315;1125;960;480;0,7813;0,3333;140;183;7340;5819;70963;33374;1142;1480;367;-1558;82;4;2833;102;2935;320;1120;620;820;0,7778;0,5694;122;162;7340;5819;71197;33374;1142;1480;367;-3058;6302;7340
91;40;3144;1018;4162;155;1285;1440;0;0,8924;0;173;194;8023;6531;78941;39905;1156;1356;535;-1758;79;0;2729;0;2729;275;1165;660;780;0,809;0,5417;114;141;8023;6531;79220;39905;1156;1356;535;-3258;6891;8023
88;11;3040;280;3320;285;1155;1440;0;0,8021;0;138;173;5991;6665;84885;46570;1338;1437;423;-1857;67;3;2315;76;2391;430;1010;730;710;0,7014;0,4931;100;142;5991;6665;85211;46570;1338;1437;423;-3357;5711;5991
57;46;1969;1171;3140;250;1190;1440;0;0,8264;0;131;159;5505;6628;90344;53198;1257;1631;0;-2231;62;3;2142;76;2218;395;1045;1065;375;0,7257;0,2604;92;126;5505;6628;90716;53198;1257;1631;0;-3731;5358;5505
53;26;1831;662;2493;685;755;1440;0;0,5243;0;104;194;5865;7049;96159;60247;997;1484;40;-2718;105;0;3627;0;3627;300;1140;1080;360;0,7917;0,25;151;192;5865;7049;96581;60247;997;1484;40;-4218;6120;5865
29;0;1002;0;1002;1130;310;1440;0;0,2153;0;42;174;4842;6544;100955;66791;728;1175;0;-3165;111;0;3835;0;3835;175;1265;85;1355;0,8785;0,941;160;185;4842;6544;101423;66791;728;1175;0;-4665;4836;4842
69;0;2384;0;2384;355;1085;1440;0;0,7535;0;99;136;5640;7101;106546;73892;1266;1266;319;-3165;81;4;2798;102;2900;450;990;295;1145;0,6875;0,7951;121;184;5640;7101;107063;73892;1266;1266;319;-4665;5284;5640
55;7;1900;178;2078;695;745;1440;0;0,5174;0;87;168;4958;6842;111456;80734;1280;1380;603;-3265;63;16;2176;407;2584;270;1170;120;1320;0,8125;0,9167;108;143;4958;6842;112021;80734;1280;1380;603;-4765;4662;4958
30;0;1036;0;1036;1020;420;1360;80;0,2917;0,0556;43;242;4600;7003;116007;87737;891;1492;509;-3866;84;13;2902;331;3233;375;1065;375;1065;0,7396;0,7396;135;184;4600;7003;116621;87737;891;1492;509;-5366;4269;4600
90;1;3109;25;3135;255;1185;255;1185;0,8229;0,8229;131;161;6480;6883;122439;94620;945;1323;0;-4244;79;3;2729;76;2805;365;1075;355;1085;0,7465;0,7535;117;151;6480;6883;123101;94620;945;1323;0;-5744;5940;6480
87;0;3005;0;3005;305;1135;305;1135;0,7882;0,7882;125;160;6665;6988;6616;6988;863;1313;490;1050;82;0;2833;0;2833;290;1150;290;1150;0,7986;0,7986;118;148;6665;6988;6665;6988;863;1313;490;-450;5838;6665
73;23;2522;585;3107;190;1250;160;1280;0,8681;0,8889;129;149;6955;6998;13522;13986;820;1266;373;604;76;5;2625;127;2753;450;990;1075;365;0,6875;0,2535;115;174;6955;6998;13620;13986;820;1266;373;-896;5860;6955
116;0;4007;0;4007;210;1230;60;1380;0,8542;0,9583;167;196;7121;6813;20595;20799;915;1078;664;441;79;0;2729;0;2729;390;1050;1440;0;0,7292;0;114;160;7121;6813;20741;20799;915;1078;664;-1059;6736;7121
132;5;4560;127;4687;235;1205;220;1220;0,8368;0,8472;195;236;5768;6812;26316;27611;1184;1322;725;303;20;0;691;0;691;1120;320;1440;0;0,2222;0;29;130;5768;6812;26509;27611;1184;1322;725;-1197;5378;5768
135;12;4664;305;4969;390;1050;135;1305;0,7292;0,9063;207;285;4733;6934;31000;34545;1045;1356;708;-8;0;0;0;0;0;1440;0;1440;0;0;0;0;0;4733;6934;31242;34545;1045;1356;708;-1508;4969;4733
102;27;3524;687;4211;295;1145;215;1225;0,7951;0,8507;175;221;4360;7097;35311;41642;1068;1513;708;-453;0;0;0;0;0;1440;0;1440;0;0;0;0;0;4360;7097;35602;41642;1068;1513;708;-1953;4211;4360
100;21;3455;535;3989;200;1240;200;1240;0,8611;0,8611;166;192;4405;7006;43770;56049;1086;1257;513;-1000;0;0;0;0;0;1440;0;1440;0;0;0;0;0;4405;7006;44162;51198;1086;1257;513;-2259;3989;4405
91;5;3144;127;3271;220;1220;220;1220;0,8472;0,8472;136;161;4252;6913;47973;62962;915;1239;558;-1324;3;0;104;0;104;1440;0;1440;0;0;0;4;0;4252;6913;48414;58111;915;1239;558;-2583;3375;4252
117;0;4042;0;4042;190;1250;190;1250;0,8681;0,8681;214;248;6925;6948;54850;69910;903;1201;569;-1622;40;0;1382;0;1382;600;840;1440;0;0,5833;0;104;145;6925;6948;55339;65059;903;1201;569;-2881;7635;6925
114;13;3938;331;4269;210;1230;210;1230;0,8542;0,8542;178;208;7790;6662;62593;76572;1178;1342;631;-1786;58;6;2004;153;2156;450;990;1115;325;0,6875;0,2257;139;202;7790;6662;63129;71721;1178;1342;631;-3045;7600;7790
114;11;3938;280;4218;365;1075;365;1075;0,7465;0,7465;176;233;9458;6738;72004;83310;1201;1322;695;-1907;97;41;3351;1044;4395;355;1085;1440;0;0,7535;0;183;244;9458;6738;72587;78459;1201;1322;695;-3166;8613;9612
87;45;3005;1145;4151;285;1155;235;1205;0,8021;0,8368;173;215;9235;7076;81189;90386;1294;1307;599;-1920;88;70;3040;1782;4822;340;1100;1440;0;0,7639;0;201;274;9235;7076;81822;85535;1294;1307;599;-3179;8973;10215
71;79;2453;2011;4464;355;1085;685;755;0,7535;0,5243;186;246;8639;7020;89779;97406;1062;1349;549;-2207;84;15;2902;382;3284;360;1080;855;585;0,75;0,4063;137;182;8639;7020;90461;92555;1062;1349;549;-3466;7747;9734
76;32;2625;815;3440;445;995;1440;0;0,691;0;143;209;7692;7132;97421;104538;720;1401;325;-2888;100;0;3455;0;3455;350;1090;350;1090;0,7569;0,7569;144;189;7692;7132;98153;99687;720;1401;325;-4147;6895;7692
82;45;2833;1145;3978;205;1235;515;925;0,8576;0,6424;166;193;7802;6884;105175;111422;829;1217;360;-3276;102;0;3524;0;3524;285;1155;285;1155;0,8021;0,8021;147;174;7802;6884;105955;106571;829;1217;360;-4535;7502;7802
85;0;2936;0;2936;445;995;445;995;0,691;0,691;122;182;6472;6775;111600;118197;839;1092;604;-3529;77;0;2660;0;2660;355;1085;355;1085;0,7535;0,7535;111;148;6472;6775;112427;113346;839;1092;604;-4788;5596;7644
71;78;2453;1985;4438;235;1205;1180;260;0,8368;0,1806;185;222;9445;6825;120997;125022;886;1129;792;-3772;47;63;1624;1604;3227;330;1110;1095;345;0,7708;0,2396;134;172;9445;6825;121872;120171;886;1129;792;-5031;7665;9690
80;64;2764;1629;4393;215;1225;1145;295;0,8507;0,2049;183;214;9649;6606;130600;131628;1247;1308;750;-3833;81;80;2798;2036;4835;305;1135;285;1155;0,7882;0,8021;201;258;9649;6606;131521;126777;1247;1308;750;-5092;9227;11718
72;89;2487;2265;4753;232;1208;382;1058;0,8389;0,7347;198;237;7095;6933;137646;138561;1361;1373;378;-3845;37;22;1278;560;1838;490;950;1095;345;0,6597;0,2396;77;137;7095;6933;138616;133710;1361;1373;378;-5104;6591;7095
95;40;3282;1018;4300;300;1140;1440;0;0,7917;0;179;223;8346;6941;145943;145502;1216;1392;750;-4021;82;0;2833;0;2833;290;1150;290;1150;0,7986;0,7986;118;148;6665;6988;6665;6988;863;1313;490;-450;7133;7622
95;62;3282;1578;4860;160;1280;1440;0;0,8889;0;203;226;8710;6940;154605;152442;1079;1300;304;-4242;76;5;2625;127;2753;450;990;1075;365;0,6875;0,2535;115;174;6955;6998;13620;13986;820;1266;373;-896;7613;8229
105;51;3627;1298;4925;225;1215;1440;0;0,8438;0;205;243;9185;6925;163741;159367;804;1225;520;-4663;79;0;2729;0;2729;390;1050;1440;0;0,7292;0;114;160;7121;6813;20741;20799;915;1078;664;-1059;7655;8457
137;1;4733;25;4758;265;1175;715;725;0,816;0,5035;198;246;7263;6640;170973;166007;606;1175;309;-5232;20;0;691;0;691;1120;320;1440;0;0,2222;0;29;130;5768;6812;26509;27611;1184;1322;725;-1197;5449;5647
98;64;3385;1629;5015;175;1265;175;1265;0,8785;0,8785;209;239;7295;6674;178221;172681;876;550;206;-4906;0;0;0;0;0;1440;0;1440;0;0;0;0;0;4733;6934;31242;34545;1045;1356;708;-1508;5015;5679
71;79;2453;2011;4464;150;1290;1040;400;0,8958;0,2778;186;208;8603;5985;186782;178666;749;0;401;-4157;0;0;0;0;0;1440;0;1440;0;0;0;0;0;4360;7097;35602;41642;1068;1513;708;-1953;4464;5080
49;4;1693;102;1795;910;530;1440;0;0,3681;0;75;209;7742;1988;202372;187481;635;783;230;-4684;0;0;0;0;0;1440;0;1440;0;0;0;0;0;4405;7006;44162;51198;1086;1257;513;-2259;1795;2069
80;40;2764;1018;3782;350;1090;915;525;0,7569;0,3646;158;205;8475;877;210841;188358;926;1240;0;-4998;3;0;104;0;104;1440;0;1440;0;0;0;4;0;4252;6913;48414;58111;915;1239;558;-2583;3885;4422
69;52;2384;1324;3707;165;1275;165;1275;0,8854;0,8854;154;173;6640;4912;217447;193270;980;1370;0;-5388;40;0;1382;0;1382;600;840;1440;0;0,5833;0;104;145;6925;6948;55339;65059;903;1201;569;-2881;6195;6035
79;0;2729;0;2729;240;1200;240;1200;0,8333;0,8333;114;136;7326;5743;7286;5743;833;1444;0;889;58;6;2004;153;2156;450;990;1115;325;0,6875;0,2257;139;202;7790;6662;63129;71721;1178;1342;631;-3045;6060;6501
74;22;2556;560;3116;300;1140;1440;0;0,7917;0;130;164;7875;6267;15117;12010;829;1407;0;311;97;41;3351;1044;4395;355;1085;1440;0;0,7535;0;183;244;9458;6738;72587;78459;1201;1322;695;-3166;7511;8156
64;41;2211;1044;3255;245;1195;1440;0;0,8299;0;136;164;8050;6713;23120;18723;973;1332;0;-48;88;70;3040;1782;4822;340;1100;1440;0;0,7639;0;201;274;9235;7076;81822;85535;1294;1307;599;-3179;8076;8806
51;34;1762;865;2627;400;1040;1440;0;0,7222;0;109;148;7407;3447;30503;22170;694;1264;0;-618;84;15;2902;382;3284;360;1080;855;585;0,75;0,4063;137;182;8639;7020;90461;92555;1062;1349;549;-3466;5911;6693
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;100;0;3455;0;3455;350;1090;350;1090;0,7569;0,7569;144;189;7692;7132;98153;99687;720;1401;325;-4147;3455;3840
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;102;0;3524;0;3524;285;1155;285;1155;0,8021;0,8021;147;174;7802;6884;105955;106571;829;1217;360;-4535;3524;3676
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;77;0;2660;0;2660;355;1085;355;1085;0,7535;0,7535;111;148;6472;6775;112427;113346;839;1092;604;-4788;2660;2989
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;47;63;1624;1604;3227;330;1110;1095;345;0,7708;0,2396;134;172;9445;6825;121872;120171;886;1129;792;-5031;3227;3897
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;81;80;2798;2036;4835;305;1135;285;1155;0,7882;0,8021;201;258;9649;6606;131521;126777;1247;1308;750;-5092;4835;5073
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;37;22;1278;560;1838;490;950;1095;345;0,6597;0,2396;77;137;7095;6933;138616;133710;1361;1373;378;-5104;1838;2062
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;48;37;1658;942;2600;485;955;370;1070;0,6632;0,7431;160;240;8346;6941;146962;140651;1216;1392;750;-5280;3844;3958
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;98;12;3385;305;3691;355;1085;265;1175;0,7535;0,816;154;206;8710;6940;155672;147591;1079;1300;304;-5501;3691;3888
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;81;16;2798;407;3205;360;1080;445;995;0,75;0,691;134;178;9185;6925;164857;154516;804;1225;520;-5922;3205;6551
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;68;0;2349;0;2349;685;755;1440;0;0,5243;0;98;186;7263;6640;172120;161156;606;1175;309;-6491;2349;3985
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;20;29;691;738;1429;940;500;1365;75;0,3472;0,0521;60;140;7295;6674;179415;167830;876;550;206;-6165;1429;1616
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;79;14;2729;356;3085;442;998;1440;0;0,6931;0;129;191;8603;5985;188018;173815;749;0;401;-5416;3085;3523
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;66;51;2280;1298;3578;612;828;1440;0;0,575;0;149;235;7910;6827;195928;180642;754;1133;618;-5795;3578;6200
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;110;66;3800;1680;5480;155;1285;1440;0;0,8924;0;228;258;7742;1988;203670;182630;635;783;230;-5943;5480;7725
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;38;83;1313;2113;3425;480;960;1440;0;0,6667;0;143;228;8475;877;212145;183507;926;1240;0;-6257;3425;9388
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;65;16;2245;407;2653;405;1035;1440;0;0,7188;0;111;151;6640;4912;218785;188419;980;1370;0;-6647;2653;2758
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;108;0;3731;0;3731;240;1200;1440;0;0,8333;0;155;187;7326;5743;7326;5743;833;1444;0;-611;3731;4252
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;75;63;2591;1604;4195;230;1210;1440;0;0,8403;0;175;208;7875;6267;15201;12010;829;1407;0;-1189;4195;4548
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;56;76;1555;1935;3489;220;1220;1440;0;0,8472;0;145;169;8050;6713;23251;18723;973;1332;0;-1548;3489;4120
0;0;0;0;0;0;1440;0;1440;1;1;0;0;0;0;30503;22170;0;0;0;-618;67;62;2315;1578;3893;145;1295;1440;0;0,8993;0;162;180;7407;3447;30658;22170;694;1264;0;-2118;3893;4374
